issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,has_l2,l2_size,ipc,config_id,cost,is_feasible
4,128,4,16kB,2,True,512kB,0.570785,432,940.4,True
4,128,4,16kB,2,True,1MB,0.598623,433,1452.4,True
4,128,4,16kB,2,True,2MB,0.641838,434,2476.4,False
4,128,4,16kB,4,True,512kB,0.570696,435,940.8,True
4,128,4,16kB,4,True,1MB,0.598616,436,1452.8,True
4,128,4,16kB,4,True,2MB,0.641837,437,2476.8,False
4,128,4,16kB,8,True,512kB,0.570668,438,941.6,True
4,128,4,16kB,8,True,1MB,0.598654,439,1453.6,True
4,128,4,16kB,8,True,2MB,0.641837,440,2477.6,False
4,128,4,32kB,2,True,512kB,0.571963,441,956.8,True
4,128,4,32kB,2,True,1MB,0.599341,442,1468.8,True
4,128,4,32kB,2,True,2MB,0.641838,443,2492.8,False
4,128,4,32kB,4,True,512kB,0.571662,444,957.6,True
4,128,4,32kB,4,True,1MB,0.599237,445,1469.6,True
4,128,4,32kB,4,True,2MB,0.64183,446,2493.6,False
4,128,4,32kB,8,True,512kB,0.571496,447,959.2,True
4,128,4,32kB,8,True,1MB,0.599106,448,1471.2,True
4,128,4,32kB,8,True,2MB,0.641816,449,2495.2,False
4,128,4,64kB,2,True,512kB,0.57416,450,989.6,True
4,128,4,64kB,2,True,1MB,0.601523,451,1501.6,False
4,128,4,64kB,2,True,2MB,0.641838,452,2525.6,False
4,128,4,64kB,4,True,512kB,0.573898,453,991.2,True
4,128,4,64kB,4,True,1MB,0.60126,454,1503.2,False
4,128,4,64kB,4,True,2MB,0.641817,455,2527.2,False
4,128,4,64kB,8,True,512kB,0.57331,456,994.4,True
4,128,4,64kB,8,True,1MB,0.600992,457,1506.4,False
4,128,4,64kB,8,True,2MB,0.641827,458,2530.4,False
4,128,8,16kB,2,True,512kB,0.579543,459,960.4,True
4,128,8,16kB,2,True,1MB,0.59889,460,1472.4,True
4,128,8,16kB,2,True,2MB,0.642186,461,2496.4,False
4,128,8,16kB,4,True,512kB,0.579224,462,960.8,True
4,128,8,16kB,4,True,1MB,0.598909,463,1472.8,True
4,128,8,16kB,4,True,2MB,0.642184,464,2496.8,False
4,128,8,16kB,8,True,512kB,0.578885,465,961.6,True
4,128,8,16kB,8,True,1MB,0.598666,466,1473.6,True
4,128,8,16kB,8,True,2MB,0.642183,467,2497.6,False
4,128,8,32kB,2,True,512kB,0.581328,468,976.8,True
4,128,8,32kB,2,True,1MB,0.599535,469,1488.8,True
4,128,8,32kB,2,True,2MB,0.642186,470,2512.8,False
4,128,8,32kB,4,True,512kB,0.581119,471,977.6,True
4,128,8,32kB,4,True,1MB,0.599388,472,1489.6,True
4,128,8,32kB,4,True,2MB,0.642186,473,2513.6,False
4,128,8,32kB,8,True,512kB,0.58015,474,979.2,True
4,128,8,32kB,8,True,1MB,0.599279,475,1491.2,True
4,128,8,32kB,8,True,2MB,0.642186,476,2515.2,False
4,128,8,64kB,2,True,512kB,0.583293,477,1009.6,True
4,128,8,64kB,2,True,1MB,0.601576,478,1521.6,False
4,128,8,64kB,2,True,2MB,0.642203,479,2545.6,False
4,128,8,64kB,4,True,512kB,0.582329,480,1011.2,True
4,128,8,64kB,4,True,1MB,0.601413,481,1523.2,False
4,128,8,64kB,4,True,2MB,0.642203,482,2547.2,False
4,128,8,64kB,8,True,512kB,0.583541,483,1014.4,True
4,128,8,64kB,8,True,1MB,0.600875,484,1526.4,False
4,128,8,64kB,8,True,2MB,0.642199,485,2550.4,False
8,32,2,16kB,2,True,512kB,0.530682,486,986.4,True
8,32,2,16kB,2,True,1MB,0.578019,487,1498.4,True
8,32,2,16kB,2,True,2MB,0.630582,488,2522.4,False
8,32,2,16kB,4,True,512kB,0.531034,489,986.8,True
8,32,2,16kB,4,True,1MB,0.577899,490,1498.8,True
8,32,2,16kB,4,True,2MB,0.630653,491,2522.8,False
8,32,2,16kB,8,True,512kB,0.530947,492,987.6,True
8,32,2,16kB,8,True,1MB,0.577774,493,1499.6,True
8,32,2,16kB,8,True,2MB,0.63065,494,2523.6,False
8,32,2,32kB,2,True,512kB,0.53185,495,1002.8,True
8,32,2,32kB,2,True,1MB,0.579417,496,1514.8,False
8,32,2,32kB,2,True,2MB,0.630653,497,2538.8,False
8,32,2,32kB,4,True,512kB,0.53139,498,1003.6,True
8,32,2,32kB,4,True,1MB,0.578705,499,1515.6,False
8,32,2,32kB,4,True,2MB,0.630653,500,2539.6,False
8,32,2,32kB,8,True,512kB,0.530947,501,1005.2,True
8,32,2,32kB,8,True,1MB,0.578441,502,1517.2,False
8,32,2,32kB,8,True,2MB,0.630653,503,2541.2,False
8,32,2,64kB,2,True,512kB,0.535203,504,1035.6,True
8,32,2,64kB,2,True,1MB,0.582487,505,1547.6,False
8,32,2,64kB,2,True,2MB,0.63071,506,2571.6,False
8,32,2,64kB,4,True,512kB,0.534668,507,1037.2,True
8,32,2,64kB,4,True,1MB,0.581731,508,1549.2,False
8,32,2,64kB,4,True,2MB,0.63071,509,2573.2,False
8,32,2,64kB,8,True,512kB,0.533625,510,1040.4,True
8,32,2,64kB,8,True,1MB,0.580688,511,1552.4,False
8,32,2,64kB,8,True,2MB,0.63071,512,2576.4,False
8,32,4,16kB,2,True,512kB,0.567524,513,996.4,True
8,32,4,16kB,2,True,1MB,0.595562,514,1508.4,False
8,32,4,16kB,2,True,2MB,0.63786,515,2532.4,False
8,32,4,16kB,4,True,512kB,0.567295,516,996.8,True
8,32,4,16kB,4,True,1MB,0.595694,517,1508.8,False
8,32,4,16kB,4,True,2MB,0.638089,518,2532.8,False
8,32,4,16kB,8,True,512kB,0.567266,519,997.6,True
8,32,4,16kB,8,True,1MB,0.595974,520,1509.6,False
8,32,4,16kB,8,True,2MB,0.638092,521,2533.6,False
8,32,4,32kB,2,True,512kB,0.569043,522,1012.8,True
8,32,4,32kB,2,True,1MB,0.59706,523,1524.8,False
8,32,4,32kB,2,True,2MB,0.638091,524,2548.8,False
8,32,4,32kB,4,True,512kB,0.568834,525,1013.6,True
8,32,4,32kB,4,True,1MB,0.596842,526,1525.6,False
8,32,4,32kB,4,True,2MB,0.638082,527,2549.6,False
8,32,4,32kB,8,True,512kB,0.568637,528,1015.2,True
8,32,4,32kB,8,True,1MB,0.596854,529,1527.2,False
8,32,4,32kB,8,True,2MB,0.638092,530,2551.2,False
8,32,4,64kB,2,True,512kB,0.571297,531,1045.6,True
8,32,4,64kB,2,True,1MB,0.598668,532,1557.6,False
8,32,4,64kB,2,True,2MB,0.638226,533,2581.6,False
8,32,4,64kB,4,True,512kB,0.570991,534,1047.2,True
8,32,4,64kB,4,True,1MB,0.59841,535,1559.2,False
8,32,4,64kB,4,True,2MB,0.638206,536,2583.2,False
8,32,4,64kB,8,True,512kB,0.570576,537,1050.4,True
8,32,4,64kB,8,True,1MB,0.597975,538,1562.4,False
8,32,4,64kB,8,True,2MB,0.638236,539,2586.4,False
8,32,8,16kB,2,True,512kB,0.577098,540,1016.4,True
8,32,8,16kB,2,True,1MB,0.595536,541,1528.4,False
8,32,8,16kB,2,True,2MB,0.638303,542,2552.4,False
8,32,8,16kB,4,True,512kB,0.577253,543,1016.8,True
8,32,8,16kB,4,True,1MB,0.595994,544,1528.8,False
8,32,8,16kB,4,True,2MB,0.638531,545,2552.8,False
8,32,8,16kB,8,True,512kB,0.575474,546,1017.6,True
8,32,8,16kB,8,True,1MB,0.596127,547,1529.6,False
8,32,8,16kB,8,True,2MB,0.63853,548,2553.6,False
8,32,8,32kB,2,True,512kB,0.578309,549,1032.8,True
8,32,8,32kB,2,True,1MB,0.597081,550,1544.8,False
8,32,8,32kB,2,True,2MB,0.638547,551,2568.8,False
8,32,8,32kB,4,True,512kB,0.578132,552,1033.6,True
8,32,8,32kB,4,True,1MB,0.596996,553,1545.6,False
8,32,8,32kB,4,True,2MB,0.638543,554,2569.6,False
8,32,8,32kB,8,True,512kB,0.578132,555,1035.2,True
8,32,8,32kB,8,True,1MB,0.596864,556,1547.2,False
8,32,8,32kB,8,True,2MB,0.638536,557,2571.2,False
8,32,8,64kB,2,True,512kB,0.580222,558,1065.6,True
8,32,8,64kB,2,True,1MB,0.598666,559,1577.6,False
8,32,8,64kB,2,True,2MB,0.638701,560,2601.6,False
8,32,8,64kB,4,True,512kB,0.579421,561,1067.2,True
8,32,8,64kB,4,True,1MB,0.598446,562,1579.2,False
8,32,8,64kB,4,True,2MB,0.638701,563,2603.2,False
8,32,8,64kB,8,True,512kB,0.579897,564,1070.4,True
8,32,8,64kB,8,True,1MB,0.598022,565,1582.4,False
8,32,8,64kB,8,True,2MB,0.638694,566,2606.4,False
8,64,2,16kB,2,True,512kB,0.534438,567,1034.4,True
8,64,2,16kB,2,True,1MB,0.582233,568,1546.4,False
8,64,2,16kB,2,True,2MB,0.635906,569,2570.4,False
8,64,2,16kB,4,True,512kB,0.534152,570,1034.8,True
8,64,2,16kB,4,True,1MB,0.581921,571,1546.8,False
8,64,2,16kB,4,True,2MB,0.635906,572,2570.8,False
8,64,2,16kB,8,True,512kB,0.534152,573,1035.6,True
8,64,2,16kB,8,True,1MB,0.582127,574,1547.6,False
8,64,2,16kB,8,True,2MB,0.636023,575,2571.6,False
8,64,2,32kB,2,True,512kB,0.536388,576,1050.8,True
8,64,2,32kB,2,True,1MB,0.584104,577,1562.8,False
8,64,2,32kB,2,True,2MB,0.636023,578,2586.8,False
8,64,2,32kB,4,True,512kB,0.535852,579,1051.6,True
8,64,2,32kB,4,True,1MB,0.583599,580,1563.6,False
8,64,2,32kB,4,True,2MB,0.636023,581,2587.6,False
8,64,2,32kB,8,True,512kB,0.535342,582,1053.2,True
8,64,2,32kB,8,True,1MB,0.583186,583,1565.2,False
8,64,2,32kB,8,True,2MB,0.636025,584,2589.2,False
8,64,2,64kB,2,True,512kB,0.538815,585,1083.6,True
8,64,2,64kB,2,True,1MB,0.586591,586,1595.6,False
8,64,2,64kB,2,True,2MB,0.636023,587,2619.6,False
8,64,2,64kB,4,True,512kB,0.538471,588,1085.2,True
8,64,2,64kB,4,True,1MB,0.585907,589,1597.2,False
8,64,2,64kB,4,True,2MB,0.636023,590,2621.2,False
8,64,2,64kB,8,True,512kB,0.537509,591,1088.4,True
8,64,2,64kB,8,True,1MB,0.585017,592,1600.4,False
8,64,2,64kB,8,True,2MB,0.63603,593,2624.4,False
8,64,4,16kB,2,True,512kB,0.571986,594,1044.4,True
8,64,4,16kB,2,True,1MB,0.600524,595,1556.4,False
8,64,4,16kB,2,True,2MB,0.643318,596,2580.4,False
8,64,4,16kB,4,True,512kB,0.571697,597,1044.8,True
8,64,4,16kB,4,True,1MB,0.600622,598,1556.8,False
8,64,4,16kB,4,True,2MB,0.643318,599,2580.8,False
8,64,4,16kB,8,True,512kB,0.571686,600,1045.6,True
8,64,4,16kB,8,True,1MB,0.600641,601,1557.6,False
8,64,4,16kB,8,True,2MB,0.643318,602,2581.6,False
8,64,4,32kB,2,True,512kB,0.572828,603,1060.8,True
8,64,4,32kB,2,True,1MB,0.601847,604,1572.8,False
8,64,4,32kB,2,True,2MB,0.643318,605,2596.8,False
8,64,4,32kB,4,True,512kB,0.572563,606,1061.6,True
8,64,4,32kB,4,True,1MB,0.601684,607,1573.6,False
8,64,4,32kB,4,True,2MB,0.643318,608,2597.6,False
8,64,4,32kB,8,True,512kB,0.572441,609,1063.2,True
8,64,4,32kB,8,True,1MB,0.601384,610,1575.2,False
8,64,4,32kB,8,True,2MB,0.643318,611,2599.2,False
8,64,4,64kB,2,True,512kB,0.575252,612,1093.6,True
8,64,4,64kB,2,True,1MB,0.603141,613,1605.6,False
8,64,4,64kB,2,True,2MB,0.643318,614,2629.6,False
8,64,4,64kB,4,True,512kB,0.575048,615,1095.2,True
8,64,4,64kB,4,True,1MB,0.602742,616,1607.2,False
8,64,4,64kB,4,True,2MB,0.643296,617,2631.2,False
8,64,4,64kB,8,True,512kB,0.574653,618,1098.4,True
8,64,4,64kB,8,True,1MB,0.602585,619,1610.4,False
8,64,4,64kB,8,True,2MB,0.643339,620,2634.4,False
8,64,8,16kB,2,True,512kB,0.581595,621,1064.4,True
8,64,8,16kB,2,True,1MB,0.60081,622,1576.4,False
8,64,8,16kB,2,True,2MB,0.643893,623,2600.4,False
8,64,8,16kB,4,True,512kB,0.580707,624,1064.8,True
8,64,8,16kB,4,True,1MB,0.600603,625,1576.8,False
8,64,8,16kB,4,True,2MB,0.643894,626,2600.8,False
8,64,8,16kB,8,True,512kB,0.580872,627,1065.6,True
8,64,8,16kB,8,True,1MB,0.600678,628,1577.6,False
8,64,8,16kB,8,True,2MB,0.643899,629,2601.6,False
8,64,8,32kB,2,True,512kB,0.581191,630,1080.8,True
8,64,8,32kB,2,True,1MB,0.601821,631,1592.8,False
8,64,8,32kB,2,True,2MB,0.643917,632,2616.8,False
8,64,8,32kB,4,True,512kB,0.582111,633,1081.6,True
8,64,8,32kB,4,True,1MB,0.601699,634,1593.6,False
8,64,8,32kB,4,True,2MB,0.643913,635,2617.6,False
8,64,8,32kB,8,True,512kB,0.581705,636,1083.2,True
8,64,8,32kB,8,True,1MB,0.601597,637,1595.2,False
8,64,8,32kB,8,True,2MB,0.643906,638,2619.2,False
8,64,8,64kB,2,True,512kB,0.58489,639,1113.6,True
8,64,8,64kB,2,True,1MB,0.603143,640,1625.6,False
8,64,8,64kB,2,True,2MB,0.643936,641,2649.6,False
8,64,8,64kB,4,True,512kB,0.584055,642,1115.2,True
8,64,8,64kB,4,True,1MB,0.602919,643,1627.2,False
8,64,8,64kB,4,True,2MB,0.643936,644,2651.2,False
8,64,8,64kB,8,True,512kB,0.584089,645,1118.4,True
8,64,8,64kB,8,True,1MB,0.60245,646,1630.4,False
8,64,8,64kB,8,True,2MB,0.643929,647,2654.4,False
8,128,2,16kB,2,True,512kB,0.535466,648,1130.4,True
8,128,2,16kB,2,True,1MB,0.583656,649,1642.4,False
8,128,2,16kB,2,True,2MB,0.63763,650,2666.4,False
8,128,2,16kB,4,True,512kB,0.535416,651,1130.8,True
8,128,2,16kB,4,True,1MB,0.583937,652,1642.8,False
8,128,2,16kB,4,True,2MB,0.63788,653,2666.8,False
8,128,2,16kB,8,True,512kB,0.535204,654,1131.6,True
8,128,2,16kB,8,True,1MB,0.583725,655,1643.6,False
8,128,2,16kB,8,True,2MB,0.63788,656,2667.6,False
8,128,2,32kB,2,True,512kB,0.536973,657,1146.8,True
8,128,2,32kB,2,True,1MB,0.585324,658,1658.8,False
8,128,2,32kB,2,True,2MB,0.63788,659,2682.8,False
8,128,2,32kB,4,True,512kB,0.536661,660,1147.6,True
8,128,2,32kB,4,True,1MB,0.584896,661,1659.6,False
8,128,2,32kB,4,True,2MB,0.63788,662,2683.6,False
8,128,2,32kB,8,True,512kB,0.535885,663,1149.2,True
8,128,2,32kB,8,True,1MB,0.584525,664,1661.2,False
8,128,2,32kB,8,True,2MB,0.637881,665,2685.2,False
8,128,2,64kB,2,True,512kB,0.540507,666,1179.6,True
8,128,2,64kB,2,True,1MB,0.588472,667,1691.6,False
8,128,2,64kB,2,True,2MB,0.63788,668,2715.6,False
8,128,2,64kB,4,True,512kB,0.539823,669,1181.2,True
8,128,2,64kB,4,True,1MB,0.587919,670,1693.2,False
8,128,2,64kB,4,True,2MB,0.63788,671,2717.2,False
8,128,2,64kB,8,True,512kB,0.538858,672,1184.4,True
8,128,2,64kB,8,True,1MB,0.586686,673,1696.4,False
8,128,2,64kB,8,True,2MB,0.637883,674,2720.4,False
8,128,4,16kB,2,True,512kB,0.573314,675,1140.4,True
8,128,4,16kB,2,True,1MB,0.601389,676,1652.4,False
8,128,4,16kB,2,True,2MB,0.645267,677,2676.4,False
8,128,4,16kB,4,True,512kB,0.573199,678,1140.8,True
8,128,4,16kB,4,True,1MB,0.601414,679,1652.8,False
8,128,4,16kB,4,True,2MB,0.645271,680,2676.8,False
8,128,4,16kB,8,True,512kB,0.573203,681,1141.6,True
8,128,4,16kB,8,True,1MB,0.601336,682,1653.6,False
8,128,4,16kB,8,True,2MB,0.645271,683,2677.6,False
8,128,4,32kB,2,True,512kB,0.574747,684,1156.8,True
8,128,4,32kB,2,True,1MB,0.602564,685,1668.8,False
8,128,4,32kB,2,True,2MB,0.645271,686,2692.8,False
8,128,4,32kB,4,True,512kB,0.574446,687,1157.6,True
8,128,4,32kB,4,True,1MB,0.602387,688,1669.6,False
8,128,4,32kB,4,True,2MB,0.645271,689,2693.6,False
8,128,4,32kB,8,True,512kB,0.57418,690,1159.2,True
8,128,4,32kB,8,True,1MB,0.602325,691,1671.2,False
8,128,4,32kB,8,True,2MB,0.645271,692,2695.2,False
8,128,4,64kB,2,True,512kB,0.577063,693,1189.6,True
8,128,4,64kB,2,True,1MB,0.604422,694,1701.6,False
8,128,4,64kB,2,True,2MB,0.645271,695,2725.6,False
8,128,4,64kB,4,True,512kB,0.576611,696,1191.2,True
8,128,4,64kB,4,True,1MB,0.604118,697,1703.2,False
8,128,4,64kB,4,True,2MB,0.64527,698,2727.2,False
8,128,4,64kB,8,True,512kB,0.576045,699,1194.4,True
8,128,4,64kB,8,True,1MB,0.603575,700,1706.4,False
8,128,4,64kB,8,True,2MB,0.645271,701,2730.4,False
8,128,8,16kB,2,True,512kB,0.582257,702,1160.4,True
8,128,8,16kB,2,True,1MB,0.60131,703,1672.4,False
8,128,8,16kB,2,True,2MB,0.645723,704,2696.4,False
8,128,8,16kB,4,True,512kB,0.581644,705,1160.8,True
8,128,8,16kB,4,True,1MB,0.601496,706,1672.8,False
8,128,8,16kB,4,True,2MB,0.645714,707,2696.8,False
8,128,8,16kB,8,True,512kB,0.582144,708,1161.6,True
8,128,8,16kB,8,True,1MB,0.601315,709,1673.6,False
8,128,8,16kB,8,True,2MB,0.645714,710,2697.6,False
8,128,8,32kB,2,True,512kB,0.583387,711,1176.8,True
8,128,8,32kB,2,True,1MB,0.602632,712,1688.8,False
8,128,8,32kB,2,True,2MB,0.645734,713,2712.8,False
8,128,8,32kB,4,True,512kB,0.583638,714,1177.6,True
8,128,8,32kB,4,True,1MB,0.602435,715,1689.6,False
8,128,8,32kB,4,True,2MB,0.64573,716,2713.6,False
8,128,8,32kB,8,True,512kB,0.583506,717,1179.2,True
8,128,8,32kB,8,True,1MB,0.602689,718,1691.2,False
8,128,8,32kB,8,True,2MB,0.645723,719,2715.2,False
8,128,8,64kB,2,True,512kB,0.585334,720,1209.6,True
8,128,8,64kB,2,True,1MB,0.604396,721,1721.6,False
8,128,8,64kB,2,True,2MB,0.645755,722,2745.6,False
8,128,8,64kB,4,True,512kB,0.584348,723,1211.2,True
8,128,8,64kB,4,True,1MB,0.604145,724,1723.2,False
8,128,8,64kB,4,True,2MB,0.645755,725,2747.2,False
8,128,8,64kB,8,True,512kB,0.585698,726,1214.4,True
8,128,8,64kB,8,True,1MB,0.603527,727,1726.4,False
8,128,8,64kB,8,True,2MB,0.645735,728,2750.4,False
2,32,2,16kB,2,False,inactive,0.571152,729,174.4,True
2,32,2,16kB,4,False,inactive,0.57085,730,174.8,True
2,32,2,16kB,8,False,inactive,0.570605,731,175.6,True
2,32,2,32kB,2,False,inactive,0.572083,732,190.8,True
2,32,2,32kB,4,False,inactive,0.573313,733,191.6,True
2,32,2,32kB,8,False,inactive,0.572573,734,193.2,True
2,32,2,64kB,2,False,inactive,0.577865,735,223.6,True
2,32,2,64kB,4,False,inactive,0.576948,736,225.2,True
2,32,2,64kB,8,False,inactive,0.575642,737,228.4,True
2,32,4,16kB,2,False,inactive,0.626298,738,184.4,True
2,32,4,16kB,4,False,inactive,0.626027,739,184.8,True
2,32,4,16kB,8,False,inactive,0.625981,740,185.6,True
2,32,4,32kB,2,False,inactive,0.626907,741,200.8,True
2,32,4,32kB,4,False,inactive,0.626142,742,201.6,True
2,32,4,32kB,8,False,inactive,0.628113,743,203.2,True
2,32,4,64kB,2,False,inactive,0.634404,744,233.6,True
2,32,4,64kB,4,False,inactive,0.629213,745,235.2,True
2,32,4,64kB,8,False,inactive,0.630967,746,238.4,True
2,32,8,16kB,2,False,inactive,0.645383,747,204.4,True
2,32,8,16kB,4,False,inactive,0.644725,748,204.8,True
2,32,8,16kB,8,False,inactive,0.644897,749,205.6,True
2,32,8,32kB,2,False,inactive,0.647372,750,220.8,True
2,32,8,32kB,4,False,inactive,0.647251,751,221.6,True
2,32,8,32kB,8,False,inactive,0.647237,752,223.2,True
2,32,8,64kB,2,False,inactive,0.653806,753,253.6,True
2,32,8,64kB,4,False,inactive,0.64855,754,255.2,True
2,32,8,64kB,8,False,inactive,0.651822,755,258.4,True
2,64,2,16kB,2,False,inactive,0.573342,756,222.4,True
2,64,2,16kB,4,False,inactive,0.573137,757,222.8,True
2,64,2,16kB,8,False,inactive,0.573073,758,223.6,True
2,64,2,32kB,2,False,inactive,0.574638,759,238.8,True
2,64,2,32kB,4,False,inactive,0.57529,760,239.6,True
2,64,2,32kB,8,False,inactive,0.574121,761,241.2,True
2,64,2,64kB,2,False,inactive,0.577721,762,271.6,True
2,64,2,64kB,4,False,inactive,0.577037,763,273.2,True
2,64,2,64kB,8,False,inactive,0.575436,764,276.4,True
2,64,4,16kB,2,False,inactive,0.629052,765,232.4,True
2,64,4,16kB,4,False,inactive,0.628887,766,232.8,True
2,64,4,16kB,8,False,inactive,0.628843,767,233.6,True
2,64,4,32kB,2,False,inactive,0.62988,768,248.8,True
2,64,4,32kB,4,False,inactive,0.631001,769,249.6,True
2,64,4,32kB,8,False,inactive,0.630079,770,251.2,True
2,64,4,64kB,2,False,inactive,0.632776,771,281.6,True
2,64,4,64kB,4,False,inactive,0.632046,772,283.2,True
2,64,4,64kB,8,False,inactive,0.631267,773,286.4,True
2,64,8,16kB,2,False,inactive,0.648654,774,252.4,True
2,64,8,16kB,4,False,inactive,0.6484,775,252.8,True
2,64,8,16kB,8,False,inactive,0.649046,776,253.6,True
2,64,8,32kB,2,False,inactive,0.649962,777,268.8,True
2,64,8,32kB,4,False,inactive,0.651157,778,269.6,True
2,64,8,32kB,8,False,inactive,0.649936,779,271.2,True
2,64,8,64kB,2,False,inactive,0.651803,780,301.6,True
2,64,8,64kB,4,False,inactive,0.65108,781,303.2,True
2,64,8,64kB,8,False,inactive,0.650568,782,306.4,True
2,128,2,16kB,2,False,inactive,0.575471,783,318.4,True
2,128,2,16kB,4,False,inactive,0.575508,784,318.8,True
2,128,2,16kB,8,False,inactive,0.575468,785,319.6,True
2,128,2,32kB,2,False,inactive,0.578329,786,334.8,True
2,128,2,32kB,4,False,inactive,0.578711,787,335.6,True
2,128,2,32kB,8,False,inactive,0.578285,788,337.2,True
2,128,2,64kB,2,False,inactive,0.582301,789,367.6,True
2,128,2,64kB,4,False,inactive,0.582486,790,369.2,True
2,128,2,64kB,8,False,inactive,0.581017,791,372.4,True
2,128,4,16kB,2,False,inactive,0.631686,792,328.4,True
2,128,4,16kB,4,False,inactive,0.63189,793,328.8,True
2,128,4,16kB,8,False,inactive,0.631892,794,329.6,True
2,128,4,32kB,2,False,inactive,0.63584,795,344.8,True
2,128,4,32kB,4,False,inactive,0.635404,796,345.6,True
2,128,4,32kB,8,False,inactive,0.635253,797,347.2,True
2,128,4,64kB,2,False,inactive,0.638329,798,377.6,True
2,128,4,64kB,4,False,inactive,0.638792,799,379.2,True
2,128,4,64kB,8,False,inactive,0.638254,800,382.4,True
2,128,8,16kB,2,False,inactive,0.650855,801,348.4,True
2,128,8,16kB,4,False,inactive,0.650894,802,348.8,True
2,128,8,16kB,8,False,inactive,0.651712,803,349.6,True
2,128,8,32kB,2,False,inactive,0.656839,804,364.8,True
2,128,8,32kB,4,False,inactive,0.656077,805,365.6,True
2,128,8,32kB,8,False,inactive,0.656502,806,367.2,True
2,128,8,64kB,2,False,inactive,0.657744,807,397.6,True
2,128,8,64kB,4,False,inactive,0.659567,808,399.2,True
2,128,8,64kB,8,False,inactive,0.659295,809,402.4,True
4,32,2,16kB,2,False,inactive,0.577978,810,274.4,True
4,32,2,16kB,4,False,inactive,0.578085,811,274.8,True
4,32,2,16kB,8,False,inactive,0.577714,812,275.6,True
4,32,2,32kB,2,False,inactive,0.578978,813,290.8,True
4,32,2,32kB,4,False,inactive,0.58009,814,291.6,True
4,32,2,32kB,8,False,inactive,0.579514,815,293.2,True
4,32,2,64kB,2,False,inactive,0.582476,816,323.6,True
4,32,2,64kB,4,False,inactive,0.584337,817,325.2,True
4,32,2,64kB,8,False,inactive,0.580156,818,328.4,True
4,32,4,16kB,2,False,inactive,0.634616,819,284.4,True
4,32,4,16kB,4,False,inactive,0.634788,820,284.8,True
4,32,4,16kB,8,False,inactive,0.63444,821,285.6,True
4,32,4,32kB,2,False,inactive,0.635334,822,300.8,True
4,32,4,32kB,4,False,inactive,0.636918,823,301.6,True
4,32,4,32kB,8,False,inactive,0.634637,824,303.2,True
4,32,4,64kB,2,False,inactive,0.638434,825,333.6,True
4,32,4,64kB,4,False,inactive,0.641209,826,335.2,True
4,32,4,64kB,8,False,inactive,0.6369,827,338.4,True
4,32,8,16kB,2,False,inactive,0.654372,828,304.4,True
4,32,8,16kB,4,False,inactive,0.654072,829,304.8,True
4,32,8,16kB,8,False,inactive,0.65334,830,305.6,True
4,32,8,32kB,2,False,inactive,0.655826,831,320.8,True
4,32,8,32kB,4,False,inactive,0.656676,832,321.6,True
4,32,8,32kB,8,False,inactive,0.653749,833,323.2,True
4,32,8,64kB,2,False,inactive,0.657716,834,353.6,True
4,32,8,64kB,4,False,inactive,0.66042,835,355.2,True
4,32,8,64kB,8,False,inactive,0.65704,836,358.4,True
4,64,2,16kB,2,False,inactive,0.58037,837,322.4,True
4,64,2,16kB,4,False,inactive,0.580214,838,322.8,True
4,64,2,16kB,8,False,inactive,0.580101,839,323.6,True
4,64,2,32kB,2,False,inactive,0.581694,840,338.8,True
4,64,2,32kB,4,False,inactive,0.582879,841,339.6,True
4,64,2,32kB,8,False,inactive,0.58037,842,341.2,True
4,64,2,64kB,2,False,inactive,0.584895,843,371.6,True
4,64,2,64kB,4,False,inactive,0.58753,844,373.2,True
4,64,2,64kB,8,False,inactive,0.584902,845,376.4,True
4,64,4,16kB,2,False,inactive,0.637508,846,332.4,True
4,64,4,16kB,4,False,inactive,0.637344,847,332.8,True
4,64,4,16kB,8,False,inactive,0.637312,848,333.6,True
4,64,4,32kB,2,False,inactive,0.638217,849,348.8,True
4,64,4,32kB,4,False,inactive,0.640162,850,349.6,True
4,64,4,32kB,8,False,inactive,0.639423,851,351.2,True
4,64,4,64kB,2,False,inactive,0.643868,852,381.6,True
4,64,4,64kB,4,False,inactive,0.643537,853,383.2,True
4,64,4,64kB,8,False,inactive,0.639714,854,386.4,True
4,64,8,16kB,2,False,inactive,0.658811,855,352.4,True
4,64,8,16kB,4,False,inactive,0.657397,856,352.8,True
4,64,8,16kB,8,False,inactive,0.657678,857,353.6,True
4,64,8,32kB,2,False,inactive,0.659208,858,368.8,True
4,64,8,32kB,4,False,inactive,0.662084,859,369.6,True
4,64,8,32kB,8,False,inactive,0.659425,860,371.2,True
4,64,8,64kB,2,False,inactive,0.662915,861,401.6,True
4,64,8,64kB,4,False,inactive,0.663093,862,403.2,True
4,64,8,64kB,8,False,inactive,0.660071,863,406.4,True
4,128,2,16kB,2,False,inactive,0.582723,864,418.4,True
4,128,2,16kB,4,False,inactive,0.582555,865,418.8,True
4,128,2,16kB,8,False,inactive,0.582511,866,419.6,True
4,128,2,32kB,2,False,inactive,0.583244,867,434.8,True
4,128,2,32kB,4,False,inactive,0.585357,868,435.6,True
4,128,2,32kB,8,False,inactive,0.584188,869,437.2,True
4,128,2,64kB,2,False,inactive,0.587456,870,467.6,True
4,128,2,64kB,4,False,inactive,0.585906,871,469.2,True
